subject,block,event_name,target_presence,awareness,tilt
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Seen,Absent,Seen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Seen,Absent,Seen,
10,experimental,Absent/Seen,Absent,Seen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Seen,Absent,Seen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Seen,Absent,Seen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Seen,Absent,Seen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Seen,Absent,Seen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Unseen/Right,Present,Unseen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Unseen/Left,Present,Unseen,Left
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Absent/Unseen,Absent,Unseen,
10,experimental,Present/Seen/Right,Present,Seen,Right
10,experimental,Present/Seen/Left,Present,Seen,Left
10,experimental,Absent/Unseen,Absent,Unseen,
